R-HSA-68616,"Assembly of the ORC complex at the origin of replication",6,6,4.076363883415993E-4,7.959490414247386E-4,0.1656646334531514,5,5,3.813591640607124E-4,-1.0,9606,Homo sapiens,"ORC5;ORC4;ORC6;ORC1;ORC3;ORC2","","R-HSA-68611;R-HSA-68595;R-HSA-68610;R-HSA-68615;R-HSA-68603"
R-HSA-5632928,"Defective Mismatch Repair Associated With MSH2",3,3,2.0381819417079964E-4,8.565431383814266E-4,0.1656646334531514,2,2,1.5254366562428496E-4,-1.0,9606,Homo sapiens,"MSH6;MSH2;MSH3;USP4","","R-HSA-5577244;R-HSA-5577259"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",44,84,0.00570690943678239,9.85161453834703E-4,0.1656646334531514,31,32,0.0024406986499885593,-1.0,9606,Homo sapiens,"FAAH;PKD2;PKD1;COL4A3BP;SPTLC1;SPTLC2;SPTLC3;OSBP;CERS3;CERS4;CERS5;CERS6;METTL1;SPHK2;SPHK1;ALDH3A2;PACS2;PRKD3;PRKD2;PRKD1;PLPP3;PLPP2;CSNK1G2;PLPP1;CERS1;CERS2;SAMD8;SGMS1;PPM1L;SGMS2;DPP3;ITPRIPL2;SGPL1;ATXN2;ORMDL2;ALDH3B1;ORMDL3;SPP1;TP53BP2;SPTSSB;KDSR;SPTSSA;ORMDL1;SGPP2;SGPP1;ACER2;FA2H;ACER1;VAPA;VAPB;ACER3;DEGS1;DEGS2;COPE;CC2D1A","","R-HSA-428231;R-HSA-428676;R-HSA-429698;R-HSA-429699;R-HSA-5696080;R-HSA-428681;R-HSA-428690;R-HSA-429714;R-HSA-5693761;R-HSA-428127;R-HSA-428701;R-HSA-429786;R-HSA-428123;R-HSA-9695949;R-HSA-428696;R-HSA-428185;R-HSA-429798;R-HSA-428262;R-HSA-428260;R-HSA-429732;R-HSA-429730;R-HSA-428259;R-HSA-428205;R-HSA-8959462;R-HSA-428214;R-HSA-5692261;R-HSA-429683;R-HSA-428273;R-HSA-6808464;R-HSA-429694;R-HSA-428664"
R-HSA-389957,"Prefoldin mediated transfer of substrate  to CCT/TriC",28,29,0.001970242543651063,9.852530501143254E-4,0.1656646334531514,2,2,1.5254366562428496E-4,1.0,9606,Homo sapiens,"TCF25;NAT10;ACTB;ACTG1;CCT6B;TUBA3E;TUBA1C;TUBB6;TUBA3D;TUBA3C;TUBA1A;TUBB3;TUBB1;CCT8;CCT7;CCT5;CCT4;CCT3;CCT2;VBP1;TUBB4B;TUBB4A;TUBA4A;CCT6A;TUBB2B;TUBB2A;TCP1;PFDN1;PFDN2;PFDN4;PFDN5;PFDN6","","R-HSA-389970;R-HSA-389980"
R-HSA-373755,"Semaphorin interactions",64,72,0.004891636660099192,0.0010814096901787123,0.1656646334531514,41,41,0.0031271451452978415,-1.0,9606,Homo sapiens,"SEMA5A;ITGB1;GSK3B;NRP1;HSP90AB1;PLXND1;MLC1;TREM2;ARHGAP35;RND1;DPYSL4;DPYSL5;DPYSL2;AKT2;DPYSL3;CFL1;ACP5;HOMER3;PLXNC1;RAC1;ARHGEF11;CHID1;HSP90AA1;ARHGEF12;SEMA6A;SEMA6D;ITGA1;ARMC8;RHOC;RHOA;RHOB;MYL6;MAU2;TYROBP;MYH9;TLN1;MET;MYL9;SEMA7A;ROCK1;ROCK2;SEMA3A;CRMP1;SEMA3E;STK4;MYL12B;PAK1;RRAS;ERBB2;PLXNA2;MYH14;PLXNA1;FYN;MYH11;PIP5K1C;POLR2H;PAK3;PAK2;MYH10;CD300LG;PLXNA4;PLXNA3;FARP2;SEMA4A;CD72;SEMA4D;LIMK2;LIMK1;ADAM33;PTPRC;CDK5;FES;PLXNB3;PLXNB1;CDK5R1","","R-HSA-399942;R-HSA-399941;R-HSA-399938;R-HSA-399939;R-HSA-399936;R-HSA-399950;R-HSA-419087;R-HSA-399951;R-HSA-416588;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-416725;R-HSA-416594;R-HSA-416723;R-HSA-399952;R-HSA-400677;R-HSA-416546;R-HSA-9680443;R-HSA-434990;R-HSA-416559;R-HSA-434989;R-HSA-400682;R-HSA-416683;R-HSA-419049;R-HSA-373748;R-HSA-373750;R-HSA-416562;R-HSA-416690;R-HSA-373746;R-HSA-419646;R-HSA-399934;R-HSA-399935;R-HSA-419644;R-HSA-419645;R-HSA-419197;R-HSA-399933;R-HSA-399930;R-HSA-416698;R-HSA-399931;R-HSA-399928"
R-HSA-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",19,22,0.0014946667572525308,0.0011291557610415926,0.1656646334531514,2,2,1.5254366562428496E-4,1.0,9606,Homo sapiens,"TUBAL3;TCF25;TUBB4B;TUBA4B;TUBB4A;TUBA4A;PEX26;TUBB8;TUBA3E;TUBA1C;TUBB6;GJA1;TUBA3D;TUBA1B;TUBB2B;TUBA3C;TUBB2A;TUBA1A;TUBB3;TUBB1;TUBA8","","R-HSA-190520;R-HSA-190782"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",53,69,0.004687818465928392,0.0011754168483737789,0.1656646334531514,33,33,0.0025169704828007016,-1.0,9606,Homo sapiens,"PI4K2B;ARF1;MTMR14;IPP;INPPL1;PTEN;PIK3CD;PIK3C2G;PIK3CB;AATF;PIK3C2A;SIPA1L3;PIK3CG;PIK3C2B;AKAP12;PIP4K2A;PIP4K2B;PIP4K2C;SBF2;PGAM1;OCRL;INPP4A;RUFY1;INPP4B;PIK3CA;TEP1;L2HGDH;ARF5;PI4K2A;MTMR1;MTMR2;MTMR3;MTMR8;MTMR9;PIK3R3;PIK3R2;PIK3R1;PIK3R6;MTMR6;PIK3R5;MTM1;INPP5D;INPP5J;POC1A;PIP5K1A;INPP5K;PIP5K1B;PIP5K1C;NQO1;RAB4A;PLEKHA1;PLEKHA2;PLEKHA5;PLEKHA6;PLEKHA3;PLEKHA4;SYNJ2;BMX;PTPN13;PLEKHA8;SYNJ1;RAB14;AGO4;PPT2;RAB5A;ZPR1","","R-HSA-6809254;R-HSA-8871366;R-HSA-1675994;R-HSA-1676177;R-HSA-1676048;R-HSA-6809325;R-HSA-8871373;R-HSA-1675988;R-HSA-8871370;R-HSA-6809320;R-HSA-6809975;R-HSA-1676109;R-HSA-8871376;R-HSA-1675776;R-HSA-1675780;R-HSA-1676164;R-HSA-6809785;R-HSA-8870489;R-HSA-199456;R-HSA-1675773;R-HSA-8870499;R-HSA-1675836;R-HSA-6809793;R-HSA-1676145;R-HSA-1676082;R-HSA-1676149;R-HSA-1676203;R-HSA-1675949;R-HSA-6809309;R-HSA-8870332;R-HSA-1675810;R-HSA-6809944;R-HSA-1676134"
R-HSA-9006335,"Signaling by Erythropoietin",25,35,0.0023778789319926627,0.00145439921712428,0.18550531346394658,24,24,0.0018305239874914195,-1.0,9606,Homo sapiens,"EPO;SHC1;PIK3CD;IRS2;PIK3R1;PIK3CB;PIK3CG;CRKL;PIK3R5;NRAS;STAT6;PLCG1;JAK2;HRAS;LYN;STAT5A;STAT5B;GAB1;EPOR;VAV1;CYP39A1;PIK3CA;AGO4;RAPGEF1;KRAS;GRB2;SOS1","","R-HSA-9027273;R-HSA-9027272;R-HSA-9027275;R-HSA-9012651;R-HSA-9012650;R-HSA-9027274;R-HSA-9027373;R-HSA-9012654;R-HSA-9027425;R-HSA-9029155;R-HSA-9029158;R-HSA-9021627;R-HSA-9029149;R-HSA-9006332;R-HSA-9029151;R-HSA-9032478;R-HSA-9029150;R-HSA-9012657;R-HSA-9027281;R-HSA-9027280;R-HSA-9006323;R-HSA-9024723;R-HSA-9006325;R-HSA-9024726"
R-HSA-190872,"Transport of connexons to the plasma membrane",20,23,0.0015626061553094639,0.0014710354573518301,0.18550531346394658,3,3,2.2881549843642744E-4,1.0,9606,Homo sapiens,"TUBAL3;TCF25;TUBB4B;TUBA4B;TUBB4A;TUBA4A;PEX26;TUBB8;TUBA3E;TUBA1C;TUBB6;GJA1;GJB2;TUBA3D;TUBA1B;TUBB2B;TUBA3C;TUBB2A;TUBA1A;TUBB3;TUBB1;TUBA8","","R-HSA-451056;R-HSA-190520;R-HSA-190782"
R-HSA-389977,"Post-chaperonin tubulin folding pathway",23,25,0.0016984849514233304,0.0016338019860216702,0.1957294779253961,9,9,6.864464953092823E-4,1.0,9606,Homo sapiens,"TUBAL3;TCF25;ARL2;PEX26;TUBA3E;TUBA1C;TUBB6;TUBA3D;TUBA1B;TUBA3C;TUBA1A;TUBB3;TUBB1;TBCD;TBCC;TBCB;TBCA;TUBB4B;TUBA4B;TUBB4A;TUBA4A;TUBB2B;TUBB2A;TBCE;TUBA8","","R-HSA-389956;R-HSA-389972;R-HSA-389974;R-HSA-389969;R-HSA-389955;R-HSA-389964;R-HSA-389976;R-HSA-389963;R-HSA-389978"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",16,19,0.001290848563081731,0.001783962573018799,0.20354163452157345,6,6,4.576309968728549E-4,-1.0,9606,Homo sapiens,"NRP1;HSP90AA1;HSP90AB1;SEMA3A;LIMK1;ADAM33;STK4;PAK1;FES;CFL1;PLXNA2;PLXNA1;FYN;RAC1;PAK3;PAK2;PLXNA4;PLXNA3","","R-HSA-399939;R-HSA-399952;R-HSA-399950;R-HSA-419644;R-HSA-419645;R-HSA-399930"
R-HSA-5662702,"Melanin biosynthesis",5,28,0.00190230314559413,0.0019203158585639193,0.20913985441450686,5,11,8.389901609335672E-4,1.0,9606,Homo sapiens,"OCA2;SLC45A2;DCT;TYRP1;KCNAB2;TYR","","R-HSA-5662662;R-HSA-5662660;R-HSA-8878581;R-HSA-5662692;R-HSA-5663050"
R-HSA-1483255,"PI Metabolism",84,112,0.00760921258237652,0.0021422241265520833,0.2231638698790779,84,89,0.00678819312028068,-1.0,9606,Homo sapiens,"PI4K2B;PITPNB;IPP;INPPL1;GDE1;PIP4K2A;PIP4K2B;PIP4K2C;ENPP6;SBF1;SBF2;TPTE2;SACM1L;OCRL;FOXP4;INPP4A;RUFY1;INPP4B;TEP1;PI4K2A;MTMR1;MTMR2;MTMR3;PIK3R4;MTMR8;PIK3R3;MTMR9;PIK3R2;PIK3R1;MTMR4;PIK3R6;MTMR6;OSGEP;PIK3R5;MTM1;MTMR7;INPP5F;INPP5D;INPP5E;INPP5J;PIP5K1A;INPP5K;PIP5K1B;PIP5K1C;RAB4A;SEC16A;SYNJ2;BMX;SYNJ1;AGO4;PI4KA;PI4KB;PPT2;RAB5A;FKBP11;ARF3;MTMR10;ARF1;TNFAIP8;MTMR12;MTMR14;PTEN;PIK3CD;PIK3C2G;PIK3CB;AATF;PIK3C2A;SIPA1L3;PIK3CG;PIK3C2B;AKAP12;PIP4P1;TNFAIP8L1;TNFAIP8L3;TNFAIP8L2;PGAM1;PIK3CA;PIK3C3;L2HGDH;ARF5;VAC14;AHCY;GDPD1;GDPD3;TPTE;GDPD5;POC1A;LCMT2;NQO1;PNPLA7;PLEKHA1;PLEKHA2;PLEKHA5;PLEKHA6;PLEKHA3;PLEKHA4;PTPN13;PLEKHA8;FIG4;PIKFYVE;RAB14;PNPLA6;ESYT1;ZPR1","","R-HSA-1676185;R-HSA-1675928;R-HSA-1676177;R-HSA-1675921;R-HSA-1676048;R-HSA-1675795;R-HSA-6809325;R-HSA-6809707;R-HSA-6809320;R-HSA-6809975;R-HSA-1676168;R-HSA-1676174;R-HSA-1675776;R-HSA-1676162;R-HSA-1675780;R-HSA-1676164;R-HSA-1675910;R-HSA-6809720;R-HSA-1675961;R-HSA-199456;R-HSA-1675836;R-HSA-6809793;R-HSA-1675824;R-HSA-6814797;R-HSA-1676082;R-HSA-8847912;R-HSA-1676203;R-HSA-1675949;R-HSA-1676204;R-HSA-8849969;R-HSA-1676206;R-HSA-6809680;R-HSA-1676065;R-HSA-1675939;R-HSA-6809309;R-HSA-8870332;R-HSA-1675810;R-HSA-1675813;R-HSA-6809944;R-HSA-6809254;R-HSA-8871366;R-HSA-6809764;R-HSA-1675994;R-HSA-1675866;R-HSA-1676124;R-HSA-1483219;R-HSA-6810030;R-HSA-6814766;R-HSA-6814254;R-HSA-8871373;R-HSA-6813740;R-HSA-1676114;R-HSA-1483229;R-HSA-1675988;R-HSA-6810410;R-HSA-8871370;R-HSA-1676105;R-HSA-6814132;R-HSA-1676109;R-HSA-6809778;R-HSA-6809777;R-HSA-8871376;R-HSA-1483087;R-HSA-6814778;R-HSA-1483211;R-HSA-6809785;R-HSA-8870489;R-HSA-1675974;R-HSA-1676152;R-HSA-1676024;R-HSA-8874470;R-HSA-1675773;R-HSA-8870499;R-HSA-6811522;R-HSA-1676145;R-HSA-1676149;R-HSA-1676020;R-HSA-6809238;R-HSA-1675883;R-HSA-1676141;R-HSA-1676005;R-HSA-1676133;R-HSA-6810392;R-HSA-1676134"
R-HSA-389960,"Formation of tubulin folding intermediates by CCT/TriC",26,30,0.0020381819417079963,0.002351649883139308,0.2301995802091007,2,2,1.5254366562428496E-4,1.0,9606,Homo sapiens,"TUBAL3;TCF25;NAT10;PEX26;CCT6B;TUBA3E;TUBA1C;TUBB6;TUBA3D;TUBA1B;TUBA3C;TUBA1A;TUBB3;TUBB1;CCT8;CCT7;CCT5;CCT4;CCT3;CCT2;TUBB4B;TUBA4B;TUBB4A;TUBA4A;CCT6A;TUBB2B;TUBB2A;TCP1;TUBA8","","R-HSA-389954;R-HSA-389961"
R-HSA-5423599,"Diseases of Mismatch Repair (MMR)",5,5,3.3969699028466607E-4,0.0024019154863220023,0.2301995802091007,6,6,4.576309968728549E-4,-1.0,9606,Homo sapiens,"MSH6;MSH2;MSH3;USP4;PMS2;ME2;MLH1;PMS1","","R-HSA-5578663;R-HSA-5545484;R-HSA-5577244;R-HSA-5632958;R-HSA-5577259;R-HSA-5632970"
R-HSA-8935690,"Digestion",17,63,0.0042801820775867925,0.002563560672149202,0.236241975787288,23,24,0.0018305239874914195,1.0,9606,Homo sapiens,"GUCY2C;PNLIPRP1;PNLIPRP2;MGAM;USP49;AMY2A;AMY2B;AMY1A;MGA;TREH;CEL;ADAMTS4;CHIT1;LIPF;MAG;STAR;SI;PIR;PLBD1;LCT;PNLIPRP3;PNLIP","","R-HSA-5659861;R-HSA-192417;R-HSA-192422;R-HSA-189062;R-HSA-191108;R-HSA-975593;R-HSA-191114;R-HSA-192425;R-HSA-189102;R-HSA-192430;R-HSA-191116;R-HSA-189069;R-HSA-192434;R-HSA-188979;R-HSA-6786421;R-HSA-8979996;R-HSA-192475;R-HSA-6786652;R-HSA-188985;R-HSA-8936214;R-HSA-8953398;R-HSA-191101;R-HSA-189053"
R-HSA-186763,"Downstream signal transduction",31,37,0.0025137577281065288,0.002683770380373784,0.2367356883524159,16,16,0.0012203493249942797,-1.0,9606,Homo sapiens,"GRB7;SRC;PDGFB;PDGFA;PIK3R2;PIK3R1;PIK3CB;CRKL;NRAS;NCK2;STAT6;PLCG1;HRAS;NCK1;PDGFRB;STAT5A;STAT5B;PDGFRA;STAT1;STAT3;PTPN11;CYP39A1;CD200R1;PIK3CA;RASA1;RAPGEF1;KRAS;GRB2;L2HGDH;SOS1;CRK;BCAR1","","R-HSA-186819;R-HSA-382052;R-HSA-1524182;R-HSA-382055;R-HSA-186826;R-HSA-380780;R-HSA-380782;R-HSA-186798;R-HSA-382056;R-HSA-1524186;R-HSA-382058;R-HSA-186765;R-HSA-186834;R-HSA-186800;R-HSA-186778;R-HSA-186780"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",27,44,0.0029893335145050617,0.0027665272428496015,0.2367356883524159,15,15,0.0011440774921821371,-1.0,9606,Homo sapiens,"PRR5;ATP8A1;MAPKAP1;CTNND1;STK4;GOLGA2;CDH5;PAK1;AKT2;AKT3;CTNNA1;MLST8;THEM4;AKT1;RICTOR;RAC1;PAK3;PAK2;PDK1;VAV3;HSP90AA1;JUP;NOS3;PDPK1;CAV1;ADAM33;MTOR;VAV1;VAV2;CTNNB1;CALM3;TRIB3;CALM1","","R-HSA-2317314;R-HSA-202144;R-HSA-202127;R-HSA-1497784;R-HSA-2316429;R-HSA-5357472;R-HSA-202129;R-HSA-198640;R-HSA-5357477;R-HSA-5357445;R-HSA-5357483;R-HSA-202137;R-HSA-202111;R-HSA-202110;R-HSA-198270"
R-HSA-8939243,"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",37,39,0.0026496365242203953,0.0033322999911680933,0.2607818956175483,5,5,3.813591640607124E-4,-1.0,9606,Homo sapiens,"SMARCB1;BRCA1;BMI1;SCMH1;EP300;ARID2;YAF2;MEN1;BCKDHA;SMARCC1;PBRM1;SMARCC2;RING1;ACTL6B;CSNK2A1;ACTL6A;CSNK2A2;CASK;COMMD3;ARID1A;ARID1B;RUNX1;TFR2;CSNK2B;SMARCD1;SMARCD2;SMARCD3;CBFB;NDUFB1;RNF2;CBX8;SMARCE1;CBX6;PHC2;PHC1;CBX4;AUTS2;PCGF5;CBX2;PCDH7;SMARCA2;PHC3;SMARCA4;HIPK2;PC;RYBP;LPIN1;PLCD1;BAP1","","R-HSA-8938217;R-HSA-8878054;R-HSA-8878050;R-HSA-8937989;R-HSA-8878056"
R-HSA-68949,"Orc1 removal from chromatin",71,73,0.004959576058156125,0.003386162695213585,0.2607818956175483,4,4,3.050873312485699E-4,-1.0,9606,Homo sapiens,"DMGDH;MCM7;MCM8;PSMD8;PANX2;PSMD9;PSMD6;DACH1;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;BTRC;CCNL1;SKP2;SKP1;RBX1;PSMA5;CCNA2;CCNA1;PSMA6;PSMA3;PSMA4;SLC7A8;PSMA1;PSMA2;PSME3;PSME4;PSME1;MXRA8;MCM3;MCM4;PSME2;MCM5;MCM6;UBA52;MCM2;PSMD10;PSMD12;PSMD11;SMARCD3;RPN2;PSMD14;PSMD13;RPN1;CUL1;PRICKLE2;PSMB10;PSMA7;PSMB6;ORC5;PSMB7;ORC4;PSMB4;PSMB5;ORC6;PSMB2;ORC1;UBB;PSMB3;ORC3;PSMB1;ORC2;UBC;SUDS3;PSMF1;RPS27A;CDT1;CDC6;PSMB8;PSMB9;SEM1;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;CDK2;CDK1","","R-HSA-68944;R-HSA-68947;R-HSA-68946;R-HSA-68948"
